date,temp_c,radiation_wm2,humidity_pct,sunshine_duration_s
2026-05-15 12:00:00+00:00,14.65,681.0,47.31857,3600.0
2026-05-15 13:00:00+00:00,14.55,545.0,47.457424,3600.0
2026-05-15 14:00:00+00:00,14.8,614.0,48.20029,3600.0
2026-05-15 15:00:00+00:00,13.9,487.0,52.910168,3600.0
2026-05-15 16:00:00+00:00,12.4,329.0,70.57675,3600.0
2026-05-15 17:00:00+00:00,12.45,208.0,68.67899,3600.0
2026-05-15 18:00:00+00:00,12.1,92.0,76.796455,562.53296
2026-05-15 19:00:00+00:00,10.85,22.0,83.69772,671.3051
2026-05-15 20:00:00+00:00,10.05,0.0,87.091484,0.0
2026-05-15 21:00:00+00:00,9.3,0.0,88.5184,0.0
2026-05-15 22:00:00+00:00,8.65,0.0,88.15944,0.0
2026-05-15 23:00:00+00:00,7.9,0.0,89.31651,0.0
2026-05-16 00:00:00+00:00,8.1,0.0,81.64946,0.0
2026-05-16 01:00:00+00:00,7.65,0.0,84.18801,0.0
2026-05-16 02:00:00+00:00,7.3,0.0,85.32816,0.0
2026-05-16 03:00:00+00:00,6.2,0.0,89.17803,0.0
2026-05-16 04:00:00+00:00,5.95,19.0,89.78366,2131.7415
2026-05-16 05:00:00+00:00,6.9,122.0,87.088394,3600.0
2026-05-16 06:00:00+00:00,8.25,274.0,82.23833,3600.0
2026-05-16 07:00:00+00:00,10.0,435.0,75.40731,3600.0
2026-05-16 08:00:00+00:00,11.3,582.0,67.73536,3600.0
2026-05-16 09:00:00+00:00,12.3,677.0,59.771435,3600.0
2026-05-16 10:00:00+00:00,13.05,724.0,53.428993,3600.0
2026-05-16 11:00:00+00:00,13.6,738.0,50.648666,3600.0
2026-05-16 12:00:00+00:00,13.45,674.0,52.05328,3600.0
2026-05-16 13:00:00+00:00,13.5,699.0,52.618202,3600.0
2026-05-16 14:00:00+00:00,13.6,650.0,51.18638,3600.0
2026-05-16 15:00:00+00:00,13.55,508.0,50.279232,3600.0
2026-05-16 16:00:00+00:00,13.45,412.0,50.251724,3600.0
2026-05-16 17:00:00+00:00,13.1,275.0,50.511456,3600.0
2026-05-16 18:00:00+00:00,12.25,132.0,56.70135,3600.0
2026-05-16 19:00:00+00:00,10.85,26.0,64.416794,3072.882
2026-05-16 20:00:00+00:00,10.15,0.0,67.96641,0.0
2026-05-16 21:00:00+00:00,9.45,0.0,71.72977,0.0
2026-05-16 22:00:00+00:00,8.7,0.0,75.44849,0.0
2026-05-16 23:00:00+00:00,8.1,0.0,77.75936,0.0
2026-05-17 00:00:00+00:00,6.6,0.0,82.02408,0.0
2026-05-17 01:00:00+00:00,6.35,0.0,83.44718,0.0
2026-05-17 02:00:00+00:00,5.8,0.0,86.371735,0.0
2026-05-17 03:00:00+00:00,5.15,0.0,89.09117,0.0
2026-05-17 04:00:00+00:00,5.35,21.0,88.48278,2534.482
2026-05-17 05:00:00+00:00,6.7,129.0,84.668076,3600.0
2026-05-17 06:00:00+00:00,9.15,280.0,77.384575,3600.0
2026-05-17 07:00:00+00:00,11.7,440.0,65.96753,3600.0
2026-05-17 08:00:00+00:00,13.45,589.0,55.828667,3600.0
2026-05-17 09:00:00+00:00,14.5,666.0,46.943985,3600.0
2026-05-17 10:00:00+00:00,15.3,697.0,41.833015,3600.0
2026-05-17 11:00:00+00:00,16.35,834.0,38.154457,3600.0
2026-05-17 12:00:00+00:00,16.95,676.0,37.12245,3600.0
2026-05-17 13:00:00+00:00,16.8,522.0,37.47722,3600.0
2026-05-17 14:00:00+00:00,16.95,484.0,36.99046,3600.0
2026-05-17 15:00:00+00:00,16.9,421.0,36.322136,3600.0
2026-05-17 16:00:00+00:00,16.75,328.0,37.462635,3600.0
2026-05-17 17:00:00+00:00,16.05,159.0,44.95846,2797.0015
2026-05-17 18:00:00+00:00,15.1,104.0,48.9645,3600.0
2026-05-17 19:00:00+00:00,13.35,25.0,56.784046,2770.0256
2026-05-17 20:00:00+00:00,12.9,0.0,56.274223,0.0
2026-05-17 21:00:00+00:00,11.5,0.0,62.787952,0.0
2026-05-17 22:00:00+00:00,10.45,0.0,69.95047,0.0
2026-05-17 23:00:00+00:00,9.7,0.0,74.57642,0.0
2026-05-18 00:00:00+00:00,9.25,0.0,76.33351,0.0
2026-05-18 01:00:00+00:00,8.6,0.0,77.028145,0.0
2026-05-18 02:00:00+00:00,7.95,0.0,78.00839,0.0
2026-05-18 03:00:00+00:00,7.5,0.0,77.39246,0.0
2026-05-18 04:00:00+00:00,7.65,22.0,76.60476,2504.14
2026-05-18 05:00:00+00:00,8.85,130.0,76.00218,3600.0
2026-05-18 06:00:00+00:00,10.4,280.0,72.41007,3600.0
2026-05-18 07:00:00+00:00,12.95,433.0,66.694664,3600.0
2026-05-18 08:00:00+00:00,15.4,577.0,55.369076,3600.0
2026-05-18 09:00:00+00:00,16.55,698.0,48.18239,3600.0
2026-05-18 10:00:00+00:00,16.9,614.0,45.04225,3600.0
2026-05-18 11:00:00+00:00,17.3,594.0,42.11364,3600.0
2026-05-18 12:00:00+00:00,18.75,630.0,35.45765,3600.0
2026-05-18 13:00:00+00:00,19.05,695.0,34.799732,3600.0
2026-05-18 14:00:00+00:00,18.95,584.0,35.017498,3600.0
2026-05-18 15:00:00+00:00,18.35,405.0,36.356697,3600.0
2026-05-18 16:00:00+00:00,17.7,297.0,39.094315,3600.0
2026-05-18 17:00:00+00:00,17.5,246.0,39.730072,3600.0
2026-05-18 18:00:00+00:00,16.8,137.0,47.918823,3600.0
2026-05-18 19:00:00+00:00,14.85,29.0,59.364483,3253.2454
2026-05-18 20:00:00+00:00,13.3,0.0,67.687965,0.0
2026-05-18 21:00:00+00:00,12.5,0.0,68.21963,0.0
2026-05-18 22:00:00+00:00,11.8,0.0,69.736534,0.0
2026-05-18 23:00:00+00:00,11.1,0.0,74.05257,0.0
2026-05-19 00:00:00+00:00,10.55,0.0,76.283615,0.0
2026-05-19 01:00:00+00:00,9.9,0.0,79.66786,0.0
2026-05-19 02:00:00+00:00,9.8,0.0,80.75645,0.0
2026-05-19 03:00:00+00:00,9.35,0.0,83.5194,0.0
2026-05-19 04:00:00+00:00,9.35,22.0,84.673615,2036.3868
2026-05-19 05:00:00+00:00,10.35,113.0,81.10868,3600.0
2026-05-19 06:00:00+00:00,11.6,232.0,78.83312,3600.0
2026-05-19 07:00:00+00:00,13.45,389.0,71.26165,3600.0
2026-05-19 08:00:00+00:00,15.15,523.0,64.93092,3600.0
2026-05-19 09:00:00+00:00,16.65,644.0,60.408943,3600.0
2026-05-19 10:00:00+00:00,17.75,707.0,57.499466,3600.0
2026-05-19 11:00:00+00:00,18.8,781.0,52.756916,3600.0
2026-05-19 12:00:00+00:00,19.1,691.0,49.888412,3600.0
2026-05-19 13:00:00+00:00,19.35,693.0,46.836327,3600.0
2026-05-19 14:00:00+00:00,19.45,634.0,40.85372,3600.0
2026-05-19 15:00:00+00:00,19.45,560.0,38.512974,3600.0
2026-05-19 16:00:00+00:00,19.25,439.0,38.9952,3600.0
2026-05-19 17:00:00+00:00,18.8,285.0,41.523624,3600.0
2026-05-19 18:00:00+00:00,17.75,126.0,47.523502,3600.0
2026-05-19 19:00:00+00:00,16.55,28.0,60.99938,3341.05
2026-05-19 20:00:00+00:00,16.0,0.0,64.46388,0.0
2026-05-19 21:00:00+00:00,15.2,0.0,65.82546,0.0
2026-05-19 22:00:00+00:00,14.4,0.0,67.686775,0.0
2026-05-19 23:00:00+00:00,13.7,0.0,70.5888,0.0
