date,id,lat,lon,pluggedin,powerrating,is_holiday_x,price,price_3h_future,temp_c,radiation_wm2,humidity_pct,is_holiday_y,load,pv
2025-01-02 11:00:00,2,52.55,13.45,True,3.6,0,0.11595,0.13011,4.4,203.0,74.430954,0,22.71334213151697,2.03
2025-01-02 12:00:00,2,52.55,13.45,True,3.6,0,0.1139,0.13859,4.8,224.0,69.80269,0,17.802751296263885,2.24
2025-01-02 13:00:00,2,52.55,13.45,True,3.6,0,0.12221,0.15287,4.6,187.0,77.75765,0,23.734773711714823,1.87
2025-01-02 14:00:00,2,52.55,13.45,True,3.6,0,0.13011,0.15294,4.0,110.0,79.64793,0,19.53219494566977,1.1
2025-01-02 15:00:00,2,52.55,13.45,True,3.6,0,0.13859,0.13915,3.2,29.0,82.16246,0,23.47371252146138,0.29
2025-01-02 16:00:00,2,52.55,13.45,True,3.6,0,0.15287,0.13,2.65,0.0,82.687454,0,15.007725308000404,0.0
2025-01-02 17:00:00,2,52.55,13.45,True,3.6,0,0.15294,0.11978,2.35,0.0,83.85825,0,20.46251077108064,0.0
2025-01-02 18:00:00,2,52.55,13.45,True,3.6,0,0.13915,0.11342,1.7,0.0,86.57073,0,20.448997182363712,0.0
2025-01-02 19:00:00,2,52.535,13.43,False,0.0,0,0.13,0.08247,1.4,0.0,90.071014,0,20.14048469341739,0.0
2025-01-02 20:00:00,2,52.52,13.41,True,11.0,0,0.11978,0.09956,1.4,0.0,90.726585,0,17.745520317421583,0.0
2025-01-02 21:00:00,2,52.52,13.41,True,11.0,0,0.11342,0.08753,1.15,0.0,90.708435,0,6.729990430441626,0.0
2025-01-02 22:00:00,2,52.52,13.41,True,11.0,0,0.08247,0.08501,0.95,0.0,91.02437,0,8.601354278002791,0.0
2025-01-02 23:00:00,2,52.52,13.41,True,11.0,0,0.09956,0.08379,0.95,0.0,90.6939,0,9.708684609796729,0.0
2025-01-03 00:00:00,2,52.52,13.41,True,11.0,0,0.08753,0.0775,0.75,0.0,91.01028,0,7.66775329525573,0.0
2025-01-03 01:00:00,2,52.52,13.41,True,11.0,0,0.08501,0.07987999999999999,1.1,0.0,92.70145,0,7.731984962808001,0.0
2025-01-03 02:00:00,2,52.52,13.41,True,11.0,0,0.08379,0.08356,1.3,0.0,92.37801,0,9.93189379036628,0.0
2025-01-03 03:00:00,2,52.52,13.41,True,11.0,0,0.0775,0.07843000000000001,1.45,0.0,92.05353,0,7.432713813422197,0.0
2025-01-03 04:00:00,2,52.52,13.41,True,11.0,0,0.07987999999999999,0.08256999999999999,1.4,0.0,91.38636,0,6.613931094402295,0.0
2025-01-03 05:00:00,2,52.52,13.41,True,11.0,0,0.08356,0.08076,1.15,0.0,89.07441,0,7.873129585514572,0.0
2025-01-03 06:00:00,2,52.52,13.41,True,11.0,0,0.07843000000000001,0.07764,1.1,0.0,89.07018,0,5.541303719578979,0.0
2025-01-03 07:00:00,2,52.52,13.41,True,11.0,0,0.08256999999999999,0.07048,1.1,0.0,84.01348,0,9.92229793553078,0.0
2025-01-03 08:00:00,2,52.52,13.41,True,11.0,0,0.08076,0.06994,1.1,7.0,85.25317,0,22.92127179258395,0.07
2025-01-03 09:00:00,2,52.535,13.43,False,0.0,0,0.07764,0.0778,1.4,52.0,80.43311,0,17.47810941915743,0.52
2025-01-03 10:00:00,2,52.55,13.45,True,3.6,0,0.07048,0.07881,1.65,127.0,78.71602,0,21.662140142519952,1.27
2025-01-03 11:00:00,2,52.55,13.45,True,3.6,0,0.06994,0.08529,2.25,196.0,74.863815,0,20.505078490425635,1.96
2025-01-03 12:00:00,2,52.55,13.45,True,3.6,0,0.0778,0.10551,2.4,164.0,73.52589,0,22.346014545636805,1.64
2025-01-03 13:00:00,2,52.55,13.45,True,3.6,0,0.07881,0.11666,2.15,117.0,78.50538,0,20.61941040330479,1.17
2025-01-03 14:00:00,2,52.55,13.45,True,3.6,0,0.08529,0.11506,1.6,37.0,82.25015,0,15.410836744839663,0.37
2025-01-03 15:00:00,2,52.55,13.45,True,3.6,0,0.10551,0.11491,1.1,15.0,82.48637,0,24.103222035642556,0.15
2025-01-03 16:00:00,2,52.55,13.45,True,3.6,0,0.11666,0.1133,0.75,0.0,81.23379,0,23.633317040062995,0.0
2025-01-03 17:00:00,2,52.55,13.45,True,3.6,0,0.11506,0.10779999999999999,-0.1,0.0,77.56892,0,17.063594608505788,0.0
2025-01-03 18:00:00,2,52.55,13.45,True,3.6,0,0.11491,0.09822,-0.75,0.0,76.02024,0,19.71379025208861,0.0
2025-01-03 19:00:00,2,52.535,13.43,False,0.0,0,0.1133,0.08857,-1.1,0.0,79.46909,0,20.917551162446262,0.0
2025-01-03 20:00:00,2,52.52,13.41,True,11.0,0,0.10779999999999999,0.09043000000000001,-1.25,0.0,81.256325,0,20.594668730609044,0.0
2025-01-03 21:00:00,2,52.52,13.41,True,11.0,0,0.09822,0.09029000000000001,-1.4,0.0,81.23526,0,9.74035768229428,0.0
2025-01-03 22:00:00,2,52.52,13.41,True,11.0,0,0.08857,0.0902,-1.4,0.0,77.9411,0,9.596970419459442,0.0
2025-01-03 23:00:00,2,52.52,13.41,True,11.0,0,0.09043000000000001,0.09151999999999999,-1.45,0.0,75.61167,0,6.718822047112851,0.0
2025-01-04 00:00:00,2,52.52,13.41,True,11.0,0,0.09029000000000001,0.09595000000000001,-1.4,0.0,76.19481,0,5.9177218695780045,0.0
2025-01-04 01:00:00,2,52.52,13.41,True,11.0,0,0.0902,0.10211,-0.95,0.0,83.7637,0,9.240495314286202,0.0
2025-01-04 02:00:00,2,52.52,13.41,True,11.0,0,0.09151999999999999,0.11066,-1.0,0.0,85.65054,0,6.778869155997659,0.0
2025-01-04 03:00:00,2,52.52,13.41,True,11.0,0,0.09595000000000001,0.11996,-1.1,0.0,87.24709,0,6.3455204590469485,0.0
2025-01-04 04:00:00,2,52.52,13.41,True,11.0,0,0.10211,0.12838999999999998,-1.5,0.0,89.50981,0,7.71407198999534,0.0
2025-01-04 05:00:00,2,52.52,13.41,True,11.0,0,0.11066,0.13075,-1.85,0.0,90.824135,0,8.958719257057895,0.0
2025-01-04 06:00:00,2,52.52,13.41,True,11.0,0,0.11996,0.13034,-2.3,0.0,91.471954,0,5.270430535826665,0.0
2025-01-04 07:00:00,2,52.52,13.41,True,11.0,0,0.12838999999999998,0.12829,-2.7,0.0,91.78777,0,9.62849011414918,0.0
2025-01-04 08:00:00,2,52.52,13.41,True,11.0,0,0.13075,0.13003,-2.55,12.0,91.7976,0,15.75435730620574,0.12
2025-01-04 09:00:00,2,52.52,13.41,True,11.0,0,0.13034,0.12985,-1.4,79.0,88.52554,0,18.406208149380195,0.79
2025-01-04 10:00:00,2,52.52,13.41,True,11.0,0,0.12829,0.1364,-0.65,129.0,86.96883,0,24.18813240974717,1.29
2025-01-04 11:00:00,2,52.6,13.5,False,0.0,0,0.13003,0.13872,0.0,147.0,85.444145,0,15.140476838971669,1.47
2025-01-04 12:00:00,2,52.6,13.5,False,0.0,0,0.12985,0.142,0.55,125.0,83.638435,0,17.58520632806531,1.25
2025-01-04 13:00:00,2,52.6,13.5,False,0.0,0,0.1364,0.15124,0.65,86.0,79.73256,0,18.96620470753897,0.86
2025-01-04 14:00:00,2,52.6,13.5,False,0.0,0,0.13872,0.14385,0.75,51.0,78.86731,0,16.272791750356255,0.51
2025-01-04 15:00:00,2,52.6,13.5,False,0.0,0,0.142,0.13796,0.05,19.0,81.43747,0,20.92649035690573,0.19
2025-01-04 16:00:00,2,52.6,13.5,False,0.0,0,0.15124,0.12949000000000002,-0.75,0.0,84.41406,0,21.89121079422315,0.0
2025-01-04 17:00:00,2,52.52,13.41,True,11.0,0,0.14385,0.12283,-1.2,0.0,88.21527,0,17.7454681086984,0.0
2025-01-04 18:00:00,2,52.52,13.41,True,11.0,0,0.13796,0.11829,-1.45,0.0,89.51393,0,22.3682191538007,0.0
2025-01-04 19:00:00,2,52.52,13.41,True,11.0,0,0.12949000000000002,0.10948999999999999,-1.5,0.0,89.50981,0,18.82438558995327,0.0
2025-01-04 20:00:00,2,52.52,13.41,True,11.0,0,0.12283,0.11384,-1.7,0.0,89.82708,0,16.570829089605482,0.0
2025-01-04 21:00:00,2,52.52,13.41,True,11.0,0,0.11829,0.10033,-1.85,0.0,90.150314,0,8.418133351431907,0.0
2025-01-04 22:00:00,2,52.52,13.41,True,11.0,0,0.10948999999999999,0.09361,-1.5,0.0,89.84309,0,9.386780204964662,0.0
2025-01-04 23:00:00,2,52.52,13.41,True,11.0,0,0.11384,0.09387000000000001,-1.65,0.0,90.501686,0,5.700595124328222,0.0
2025-01-05 00:00:00,2,52.52,13.41,True,11.0,0,0.10033,0.08938,-1.85,0.0,91.50243,0,6.918479993052149,0.0
2025-01-05 01:00:00,2,52.52,13.41,True,11.0,0,0.09361,0.08355,-1.55,0.0,90.845894,0,9.555478374520764,0.0
2025-01-05 02:00:00,2,52.52,13.41,True,11.0,0,0.09387000000000001,0.08392000000000001,-2.0,0.0,91.8335,0,6.819247934863961,0.0
2025-01-05 03:00:00,2,52.52,13.41,True,11.0,0,0.08938,0.08253,-2.15,0.0,91.82374,0,8.846663103830288,0.0
2025-01-05 04:00:00,2,52.52,13.41,True,11.0,0,0.08355,0.08405,-2.35,0.0,91.46856,0,8.101590866987468,0.0
2025-01-05 05:00:00,2,52.52,13.41,True,11.0,0,0.08392000000000001,0.08915000000000001,-2.3,0.0,90.11523,0,8.069613017177247,0.0
2025-01-05 06:00:00,2,52.52,13.41,True,11.0,0,0.08253,0.08295,-2.4,0.0,90.44516,0,6.090151131538734,0.0
2025-01-05 07:00:00,2,52.52,13.41,True,11.0,0,0.08405,0.08882,-2.45,0.0,90.441376,0,5.834105384995752,0.0
2025-01-05 08:00:00,2,52.52,13.41,True,11.0,0,0.08915000000000001,0.08166,-2.1,6.0,87.14776,0,22.46475192023554,0.06
2025-01-05 09:00:00,2,52.52,13.41,True,11.0,0,0.08295,0.07839,-1.4,46.0,81.540764,0,19.04591867077593,0.46
2025-01-05 10:00:00,2,52.52,13.41,True,11.0,0,0.08882,0.068,-0.75,76.0,78.339264,0,17.30567652713163,0.76
2025-01-05 11:00:00,2,52.6,13.5,False,0.0,0,0.08166,0.05064,0.05,97.0,73.634636,0,23.49188025071221,0.97
2025-01-05 12:00:00,2,52.6,13.5,False,0.0,0,0.07839,0.049909999999999996,0.15,52.0,73.92986,0,23.312763011473653,0.52
2025-01-05 13:00:00,2,52.6,13.5,False,0.0,0,0.068,0.0663,0.15,76.0,71.20557,0,15.53688611873724,0.76
2025-01-05 14:00:00,2,52.6,13.5,False,0.0,0,0.05064,0.06505,0.25,26.0,69.111946,0,17.47881699758301,0.26
2025-01-05 15:00:00,2,52.6,13.5,False,0.0,0,0.049909999999999996,0.05128,-0.05,8.0,72.517685,0,22.652934081182515,0.08
2025-01-05 16:00:00,2,52.6,13.5,False,0.0,0,0.0663,0.03685,-0.4,0.0,78.39479,0,22.23444525499385,0.0
2025-01-05 17:00:00,2,52.52,13.41,True,11.0,0,0.06505,0.0368,-0.65,0.0,85.371666,0,15.139215698719262,0.0
2025-01-05 18:00:00,2,52.52,13.41,True,11.0,0,0.05128,0.03468,-0.85,0.0,91.56959,0,15.064180746566857,0.0
2025-01-05 19:00:00,2,52.52,13.41,True,11.0,0,0.03685,0.028140000000000002,-0.8,0.0,93.61835,0,20.60235222880313,0.0
2025-01-05 20:00:00,2,52.52,13.41,True,11.0,0,0.0368,0.02752,-0.45,0.0,94.67118,0,15.593207318020182,0.0
2025-01-05 21:00:00,2,52.52,13.41,True,11.0,0,0.03468,0.019260000000000003,0.2,0.0,94.6989,0,7.902889053377832,0.0
2025-01-05 22:00:00,2,52.52,13.41,True,11.0,0,0.028140000000000002,0.011349999999999999,0.7,0.0,95.409485,0,7.088254553319476,0.0
2025-01-05 23:00:00,2,52.52,13.41,True,11.0,0,0.02752,0.0092,1.4,0.0,96.1252,0,6.4016107375364735,0.0
2025-01-06 00:00:00,2,52.52,13.41,True,11.0,0,0.019260000000000003,0.01,2.55,0.0,95.81827,0,6.915855334660601,0.0
2025-01-06 01:00:00,2,52.52,13.41,True,11.0,0,0.011349999999999999,0.01481,3.4,0.0,96.18668,0,9.705628960225864,0.0
2025-01-06 02:00:00,2,52.52,13.41,True,11.0,0,0.0092,0.02382,4.45,0.0,96.21841,0,8.663267787968962,0.0
2025-01-06 03:00:00,2,52.52,13.41,True,11.0,0,0.01,0.03172,5.25,0.0,95.90695,0,7.829243725846319,0.0
2025-01-06 04:00:00,2,52.52,13.41,True,11.0,0,0.01481,0.04137,5.6,0.0,95.252464,0,8.078889374371638,0.0
2025-01-06 05:00:00,2,52.52,13.41,True,11.0,0,0.02382,0.036359999999999996,5.6,0.0,95.252464,0,7.209776433215183,0.0
2025-01-06 06:00:00,2,52.52,13.41,True,11.0,0,0.03172,0.03469,5.75,0.0,94.597115,0,9.298122658146378,0.0
2025-01-06 07:00:00,2,52.52,13.41,True,11.0,0,0.04137,0.03283,6.2,0.0,93.96149,0,7.122455527682812,0.0
2025-01-06 08:00:00,2,52.52,13.41,True,11.0,0,0.036359999999999996,0.03128,5.85,4.0,93.61832,0,24.37816084396649,0.04
2025-01-06 09:00:00,2,52.535,13.43,False,0.0,0,0.03469,0.0286,6.4,23.0,91.71447,0,21.81212605882716,0.23
2025-01-06 10:00:00,2,52.55,13.45,True,3.6,0,0.03283,0.02561,7.2,81.0,88.335976,0,20.686764798502143,0.81
2025-01-06 11:00:00,2,52.55,13.45,True,3.6,0,0.03128,0.02632,7.95,118.0,81.34581,0,16.347984139186504,1.18
2025-01-06 12:00:00,2,52.55,13.45,True,3.6,0,0.0286,0.02687,8.15,62.0,78.03947,0,22.37243609261219,0.62
2025-01-06 13:00:00,2,52.55,13.45,True,3.6,0,0.02561,0.03166,9.65,32.0,72.77504,0,16.00422534642946,0.32
2025-01-06 14:00:00,2,52.55,13.45,True,3.6,0,0.02632,0.03158,10.2,21.0,67.9769,0,19.024799767767785,0.21
2025-01-06 15:00:00,2,52.55,13.45,True,3.6,0,0.02687,0.028739999999999998,10.45,17.0,64.77911,0,19.27905061531868,0.17
2025-01-06 16:00:00,2,52.55,13.45,True,3.6,0,0.03166,0.02659,9.75,0.0,64.393776,0,23.20163715965561,0.0
2025-01-06 17:00:00,2,52.55,13.45,True,3.6,0,0.03158,0.01382,10.0,0.0,61.777798,0,20.20896278741598,0.0
2025-01-06 18:00:00,2,52.55,13.45,True,3.6,0,0.028739999999999998,0.026940000000000002,10.95,0.0,59.230045,0,15.231234481461351,0.0
2025-01-06 19:00:00,2,52.535,13.43,False,0.0,0,0.02659,0.01299,11.2,0.0,60.769966,0,16.447135456922027,0.0
2025-01-06 20:00:00,2,52.52,13.41,True,11.0,0,0.01382,0.01907,11.5,0.0,62.569088,0,15.528085310619469,0.0
2025-01-06 21:00:00,2,52.52,13.41,True,11.0,0,0.026940000000000002,0.00871,9.75,0.0,69.32399,0,6.576214991627509,0.0
2025-01-06 22:00:00,2,52.52,13.41,True,11.0,0,0.01299,0.0089,8.5,0.0,70.54688,0,9.299896049012494,0.0
2025-01-06 23:00:00,2,52.52,13.41,True,11.0,0,0.01907,0.00501,7.7,0.0,71.39342,0,8.226640645209534,0.0
2025-01-07 00:00:00,2,52.52,13.41,True,11.0,0,0.00871,0.00513,7.1,0.0,70.268295,0,8.94830721538807,0.0
2025-01-07 01:00:00,2,52.52,13.41,True,11.0,0,0.0089,0.0058,7.4,0.0,67.86587,0,9.928577944248776,0.0
2025-01-07 02:00:00,2,52.52,13.41,True,11.0,0,0.00501,0.04886,7.0,0.0,68.512794,0,9.309972703517388,0.0
2025-01-07 03:00:00,2,52.52,13.41,True,11.0,0,0.00513,0.07683,6.8,0.0,68.716675,0,5.996535628592483,0.0
2025-01-07 04:00:00,2,52.52,13.41,True,11.0,0,0.0058,0.08508,6.65,0.0,67.46307,0,9.157678338896782,0.0
2025-01-07 05:00:00,2,52.52,13.41,True,11.0,0,0.04886,0.08424,6.35,0.0,68.1306,0,5.819058569087591,0.0
2025-01-07 06:00:00,2,52.52,13.41,True,11.0,0,0.07683,0.07525,6.2,0.0,67.60952,0,5.505886272715673,0.0
2025-01-07 07:00:00,2,52.52,13.41,True,11.0,0,0.08508,0.0628,6.0,0.0,67.32284,0,7.923643439364551,0.0
2025-01-07 08:00:00,2,52.52,13.41,True,11.0,0,0.08424,0.062439999999999996,5.7,11.0,69.232445,0,22.91427784559299,0.11
2025-01-07 09:00:00,2,52.535,13.43,False,0.0,0,0.07525,0.0639,5.85,78.0,69.76467,0,21.08987794637969,0.78
2025-01-07 10:00:00,2,52.55,13.45,True,3.6,0,0.0628,0.07256,6.2,147.0,68.591156,0,22.4447762390796,1.47
2025-01-07 11:00:00,2,52.55,13.45,True,3.6,0,0.062439999999999996,0.07811,6.55,214.0,66.23798,0,15.22688428409991,2.14
2025-01-07 12:00:00,2,52.55,13.45,True,3.6,0,0.0639,0.07998000000000001,6.4,221.0,65.01943,0,18.10616715359299,2.21
2025-01-07 13:00:00,2,52.55,13.45,True,3.6,0,0.07256,0.09603,5.35,129.0,74.06638,0,24.468629056669005,1.29
2025-01-07 14:00:00,2,52.55,13.45,True,3.6,0,0.07811,0.10111,5.35,110.0,73.00856,0,15.517110256943967,1.1
2025-01-07 15:00:00,2,52.55,13.45,True,3.6,0,0.07998000000000001,0.08621,4.7,39.0,70.03639,0,20.277508726459523,0.39
2025-01-07 16:00:00,2,52.55,13.45,True,3.6,0,0.09603,0.07801000000000001,4.0,0.0,73.02019,0,23.93221678641492,0.0
2025-01-07 17:00:00,2,52.55,13.45,True,3.6,0,0.10111,0.07245,2.55,0.0,82.97508,0,24.460604311321475,0.0
2025-01-07 18:00:00,2,52.55,13.45,True,3.6,0,0.08621,0.07245,2.2,0.0,86.93588,0,17.822754536728176,0.0
2025-01-07 19:00:00,2,52.535,13.43,False,0.0,0,0.07801000000000001,0.05004,2.4,0.0,87.902725,0,18.98320847191313,0.0
2025-01-07 20:00:00,2,52.52,13.41,True,11.0,0,0.07245,0.07105,1.7,0.0,85.009964,0,23.885310390225047,0.0
2025-01-07 21:00:00,2,52.52,13.41,True,11.0,0,0.07245,0.06801,1.4,0.0,85.91129,0,8.59907507181161,0.0
2025-01-07 22:00:00,2,52.52,13.41,True,11.0,0,0.05004,0.06334000000000001,1.8,0.0,82.87961,0,7.907731578449486,0.0
2025-01-07 23:00:00,2,52.52,13.41,True,11.0,0,0.07105,0.05701,1.65,0.0,81.95639,0,6.902975816511189,0.0
2025-01-08 00:00:00,2,52.52,13.41,True,11.0,0,0.06801,0.06629,1.15,0.0,82.492905,0,6.54114690541815,0.0
2025-01-08 01:00:00,2,52.52,13.41,True,11.0,0,0.06334000000000001,0.07207,0.65,0.0,92.0033,0,8.279199066818315,0.0
2025-01-08 02:00:00,2,52.52,13.41,True,11.0,0,0.05701,0.08270000000000001,0.9,0.0,90.69025,0,6.833998738012244,0.0
2025-01-08 03:00:00,2,52.52,13.41,True,11.0,0,0.06629,0.10073,0.55,0.0,91.99698,0,7.616188796596413,0.0
2025-01-08 04:00:00,2,52.52,13.41,True,11.0,0,0.07207,0.12822,0.6,0.0,90.999695,0,9.407619626863054,0.0
2025-01-08 05:00:00,2,52.52,13.41,True,11.0,0,0.08270000000000001,0.10818000000000001,0.7,0.0,90.67567,0,7.556943921265091,0.0
2025-01-08 06:00:00,2,52.52,13.41,True,11.0,0,0.10073,0.09465000000000001,0.9,0.0,86.17246,0,7.744843872316732,0.0
2025-01-08 07:00:00,2,52.52,13.41,True,11.0,0,0.12822,0.10001,1.05,0.0,87.1382,0,9.559015573494827,0.0
2025-01-08 08:00:00,2,52.52,13.41,True,11.0,0,0.10818000000000001,0.08999,1.05,14.0,85.873695,0,23.75443774300315,0.14
2025-01-08 09:00:00,2,52.535,13.43,False,0.0,0,0.09465000000000001,0.09720000000000001,1.95,78.0,82.29631,0,17.406649982421964,0.78
2025-01-08 10:00:00,2,52.55,13.45,True,3.6,0,0.10001,0.11019,2.55,88.0,78.56767,0,23.63420958226381,0.88
2025-01-08 11:00:00,2,52.55,13.45,True,3.6,0,0.08999,0.1278,3.2,164.0,73.404976,0,20.549417630260404,1.64
2025-01-08 12:00:00,2,52.55,13.45,True,3.6,0,0.09720000000000001,0.13582,3.7,200.0,69.57646,0,24.95412090322047,2.0
2025-01-08 13:00:00,2,52.55,13.45,True,3.6,0,0.11019,0.15546000000000001,4.15,173.0,69.41521,0,19.47677907503142,1.73
2025-01-08 14:00:00,2,52.55,13.45,True,3.6,0,0.1278,0.14923,3.7,118.0,70.86241,0,21.283380974585768,1.18
2025-01-08 15:00:00,2,52.55,13.45,True,3.6,0,0.13582,0.14648,2.8,43.0,73.33045,0,23.38290677699631,0.43
2025-01-08 16:00:00,2,52.55,13.45,True,3.6,0,0.15546000000000001,0.13686,2.0,0.0,75.65073,0,24.84202725542375,0.0
2025-01-08 17:00:00,2,52.55,13.45,True,3.6,0,0.14923,0.12786,1.5,0.0,78.11541,0,15.693114903569846,0.0
2025-01-08 18:00:00,2,52.55,13.45,True,3.6,0,0.14648,0.11592,0.95,0.0,80.9628,0,20.30677313807074,0.0
2025-01-08 19:00:00,2,52.535,13.43,False,0.0,0,0.13686,0.10359,0.65,0.0,80.92043,0,20.370018878763524,0.0
2025-01-08 20:00:00,2,52.52,13.41,True,11.0,0,0.12786,0.10144,0.25,0.0,82.07048,0,21.570756739997723,0.0
2025-01-08 21:00:00,2,52.52,13.41,True,11.0,0,0.11592,0.1,0.0,0.0,83.57041,0,9.456183910004434,0.0
2025-01-08 22:00:00,2,52.52,13.41,True,11.0,0,0.10359,0.09877,0.3,0.0,84.5379,0,9.935672606429376,0.0
2025-01-08 23:00:00,2,52.52,13.41,True,11.0,0,0.10144,0.09522,0.65,0.0,84.89027,0,7.728712009325216,0.0
2025-01-09 00:00:00,2,52.52,13.41,True,11.0,0,0.1,0.09828,0.75,0.0,85.84136,0,8.512917713429601,0.0
2025-01-09 01:00:00,2,52.52,13.41,True,11.0,0,0.09877,0.10265,0.85,0.0,89.04896,0,7.445268137202531,0.0
2025-01-09 02:00:00,2,52.52,13.41,True,11.0,0,0.09522,0.13354,0.55,0.0,93.68674,0,9.864409947479697,0.0
2025-01-09 03:00:00,2,52.52,13.41,True,11.0,0,0.09828,0.14880000000000002,0.45,0.0,96.09546,0,8.577072212336887,0.0
2025-01-09 04:00:00,2,52.52,13.41,True,11.0,0,0.10265,0.16488,0.5,0.0,96.09703,0,7.686793804431634,0.0
